fid,InputID,TargetID,Distance,Busstops_Count_Pointsdensity,Company_Count_Pointsdensity,Daily_Count_Pointsdensity,Green_Count_Densitypoints,Hospital_Count_Pointsdensity,Restuarant_Count_Pointsdensity,Sample_Count_Pointsdensity,Shops_Count_Pointsdensity,Subway_Count_Pointsdensity,Merged_pm25mean,Merged_pm10mean,Merged_no2mean,Merged_so2mean
"945","420112005000",1330A,19128.4460196771,3.24243667979729e-06,1.64075109098176e-05,1.13289956282074e-06,5.85982532493485e-07,7.81310043324647e-07,1.95327510831162e-07,4.29720523828556e-07,1.95327510831162e-07,0,,,,
"946","420112005000",1327A,20064.4976772757,3.24243667979729e-06,1.64075109098176e-05,1.13289956282074e-06,5.85982532493485e-07,7.81310043324647e-07,1.95327510831162e-07,4.29720523828556e-07,1.95327510831162e-07,0,,,,
"947","420112005000",1331A,28940.8628667577,3.24243667979729e-06,1.64075109098176e-05,1.13289956282074e-06,5.85982532493485e-07,7.81310043324647e-07,1.95327510831162e-07,4.29720523828556e-07,1.95327510831162e-07,0,,,,
"948","420112005000",1326A,17289.9818045167,3.24243667979729e-06,1.64075109098176e-05,1.13289956282074e-06,5.85982532493485e-07,7.81310043324647e-07,1.95327510831162e-07,4.29720523828556e-07,1.95327510831162e-07,0,,,,
"949","420112005000",1329A,29835.3246011676,3.24243667979729e-06,1.64075109098176e-05,1.13289956282074e-06,5.85982532493485e-07,7.81310043324647e-07,1.95327510831162e-07,4.29720523828556e-07,1.95327510831162e-07,0,,,,
"950","420112005000",1328A,22292.887297472,3.24243667979729e-06,1.64075109098176e-05,1.13289956282074e-06,5.85982532493485e-07,7.81310043324647e-07,1.95327510831162e-07,4.29720523828556e-07,1.95327510831162e-07,0,,,,
"951","420115015000",1333A,73466.9026910056,8.29607745833445e-08,8.29607745833445e-08,1.30366931488113e-07,1.18515392261921e-08,9.48123138095366e-08,2.37030784523841e-08,4.74061569047683e-08,2.37030784523841e-08,0,,,,
"952","420115015000",1334A,68780.8956249394,8.29607745833445e-08,8.29607745833445e-08,1.30366931488113e-07,1.18515392261921e-08,9.48123138095366e-08,2.37030784523841e-08,4.74061569047683e-08,2.37030784523841e-08,0,,,,
"953","420115015000",1332A,54557.459874154,8.29607745833445e-08,8.29607745833445e-08,1.30366931488113e-07,1.18515392261921e-08,9.48123138095366e-08,2.37030784523841e-08,4.74061569047683e-08,2.37030784523841e-08,0,,,,
"954","420115015000",1325A,62379.3006784395,8.29607745833445e-08,8.29607745833445e-08,1.30366931488113e-07,1.18515392261921e-08,9.48123138095366e-08,2.37030784523841e-08,4.74061569047683e-08,2.37030784523841e-08,0,,,,
"955","420115015000",1330A,54510.0467394918,8.29607745833445e-08,8.29607745833445e-08,1.30366931488113e-07,1.18515392261921e-08,9.48123138095366e-08,2.37030784523841e-08,4.74061569047683e-08,2.37030784523841e-08,0,,,,
"956","420115015000",1327A,66130.318907508,8.29607745833445e-08,8.29607745833445e-08,1.30366931488113e-07,1.18515392261921e-08,9.48123138095366e-08,2.37030784523841e-08,4.74061569047683e-08,2.37030784523841e-08,0,,,,
"957","420115015000",1331A,67083.96931214,8.29607745833445e-08,8.29607745833445e-08,1.30366931488113e-07,1.18515392261921e-08,9.48123138095366e-08,2.37030784523841e-08,4.74061569047683e-08,2.37030784523841e-08,0,,,,
"958","420115015000",1326A,61740.2265130747,8.29607745833445e-08,8.29607745833445e-08,1.30366931488113e-07,1.18515392261921e-08,9.48123138095366e-08,2.37030784523841e-08,4.74061569047683e-08,2.37030784523841e-08,0,,,,
"959","420115015000",1329A,65789.7150428824,8.29607745833445e-08,8.29607745833445e-08,1.30366931488113e-07,1.18515392261921e-08,9.48123138095366e-08,2.37030784523841e-08,4.74061569047683e-08,2.37030784523841e-08,0,,,,
"960","420115015000",1328A,58142.5348656508,8.29607745833445e-08,8.29607745833445e-08,1.30366931488113e-07,1.18515392261921e-08,9.48123138095366e-08,2.37030784523841e-08,4.74061569047683e-08,2.37030784523841e-08,0,,,,
"961","420115014000",1333A,51542.957677803,1.62674955417151e-07,2.27744937584012e-07,6.50699821668606e-08,3.25349910834303e-08,7.59149791946706e-08,5.42249851390505e-08,0,5.42249851390505e-08,0,,,,
"962","420115014000",1334A,36676.2660852641,1.62674955417151e-07,2.27744937584012e-07,6.50699821668606e-08,3.25349910834303e-08,7.59149791946706e-08,5.42249851390505e-08,0,5.42249851390505e-08,0,,,,
"963","420115014000",1332A,44232.870583713,1.62674955417151e-07,2.27744937584012e-07,6.50699821668606e-08,3.25349910834303e-08,7.59149791946706e-08,5.42249851390505e-08,0,5.42249851390505e-08,0,,,,
"964","420115014000",1325A,49825.1144732129,1.62674955417151e-07,2.27744937584012e-07,6.50699821668606e-08,3.25349910834303e-08,7.59149791946706e-08,5.42249851390505e-08,0,5.42249851390505e-08,0,,,,
"965","420115014000",1330A,34016.722316735,1.62674955417151e-07,2.27744937584012e-07,6.50699821668606e-08,3.25349910834303e-08,7.59149791946706e-08,5.42249851390505e-08,0,5.42249851390505e-08,0,,,,
"966","420115014000",1327A,50690.9829325081,1.62674955417151e-07,2.27744937584012e-07,6.50699821668606e-08,3.25349910834303e-08,7.59149791946706e-08,5.42249851390505e-08,0,5.42249851390505e-08,0,,,,
"967","420115014000",1331A,55832.1703425885,1.62674955417151e-07,2.27744937584012e-07,6.50699821668606e-08,3.25349910834303e-08,7.59149791946706e-08,5.42249851390505e-08,0,5.42249851390505e-08,0,,,,
"968","420115014000",1326A,44402.8271085863,1.62674955417151e-07,2.27744937584012e-07,6.50699821668606e-08,3.25349910834303e-08,7.59149791946706e-08,5.42249851390505e-08,0,5.42249851390505e-08,0,,,,
"969","420115014000",1329A,55112.3254663919,1.62674955417151e-07,2.27744937584012e-07,6.50699821668606e-08,3.25349910834303e-08,7.59149791946706e-08,5.42249851390505e-08,0,5.42249851390505e-08,0,,,,
"970","420115014000",1328A,43194.7610960569,1.62674955417151e-07,2.27744937584012e-07,6.50699821668606e-08,3.25349910834303e-08,7.59149791946706e-08,5.42249851390505e-08,0,5.42249851390505e-08,0,,,,
"971","420115009000",1333A,54964.7833078771,3.11774727187395e-07,2.61020701831308e-07,6.5255175457827e-08,3.62528752543483e-08,1.08758625763045e-07,2.1751725152609e-08,1.45011501017393e-08,2.1751725152609e-08,0,,,,
"972","420115009000",1334A,44915.3452216942,3.11774727187395e-07,2.61020701831308e-07,6.5255175457827e-08,3.62528752543483e-08,1.08758625763045e-07,2.1751725152609e-08,1.45011501017393e-08,2.1751725152609e-08,0,,,,
"973","420115009000",1332A,43334.395892616,3.11774727187395e-07,2.61020701831308e-07,6.5255175457827e-08,3.62528752543483e-08,1.08758625763045e-07,2.1751725152609e-08,1.45011501017393e-08,2.1751725152609e-08,0,,,,
"974","420115009000",1325A,49864.6444568739,3.11774727187395e-07,2.61020701831308e-07,6.5255175457827e-08,3.62528752543483e-08,1.08758625763045e-07,2.1751725152609e-08,1.45011501017393e-08,2.1751725152609e-08,0,,,,
"975","420115009000",1330A,36390.1875014634,3.11774727187395e-07,2.61020701831308e-07,6.5255175457827e-08,3.62528752543483e-08,1.08758625763045e-07,2.1751725152609e-08,1.45011501017393e-08,2.1751725152609e-08,0,,,,
"976","420115009000",1327A,51729.5335674791,3.11774727187395e-07,2.61020701831308e-07,6.5255175457827e-08,3.62528752543483e-08,1.08758625763045e-07,2.1751725152609e-08,1.45011501017393e-08,2.1751725152609e-08,0,,,,
"977","420115009000",1331A,55627.2402990343,3.11774727187395e-07,2.61020701831308e-07,6.5255175457827e-08,3.62528752543483e-08,1.08758625763045e-07,2.1751725152609e-08,1.45011501017393e-08,2.1751725152609e-08,0,,,,
"978","420115009000",1326A,45929.4437263119,3.11774727187395e-07,2.61020701831308e-07,6.5255175457827e-08,3.62528752543483e-08,1.08758625763045e-07,2.1751725152609e-08,1.45011501017393e-08,2.1751725152609e-08,0,,,,
"979","420115009000",1329A,54706.5879141475,3.11774727187395e-07,2.61020701831308e-07,6.5255175457827e-08,3.62528752543483e-08,1.08758625763045e-07,2.1751725152609e-08,1.45011501017393e-08,2.1751725152609e-08,0,,,,
"980","420115009000",1328A,43818.7261355684,3.11774727187395e-07,2.61020701831308e-07,6.5255175457827e-08,3.62528752543483e-08,1.08758625763045e-07,2.1751725152609e-08,1.45011501017393e-08,2.1751725152609e-08,0,,,,
"981","420114004000",1333A,37724.3124451499,1.42248412227836e-07,2.84496824455672e-07,2.03889390859898e-07,9.48322748185574e-09,2.27597459564538e-07,4.74161374092787e-08,1.37506798486908e-07,4.74161374092787e-08,0,,,,
"982","420114004000",1334A,10044.8019520093,1.42248412227836e-07,2.84496824455672e-07,2.03889390859898e-07,9.48322748185574e-09,2.27597459564538e-07,4.74161374092787e-08,1.37506798486908e-07,4.74161374092787e-08,0,,,,
"983","420114004000",1332A,54603.9361886234,1.42248412227836e-07,2.84496824455672e-07,2.03889390859898e-07,9.48322748185574e-09,2.27597459564538e-07,4.74161374092787e-08,1.37506798486908e-07,4.74161374092787e-08,0,,,,
"984","420114004000",1325A,53799.2480949218,1.42248412227836e-07,2.84496824455672e-07,2.03889390859898e-07,9.48322748185574e-09,2.27597459564538e-07,4.74161374092787e-08,1.37506798486908e-07,4.74161374092787e-08,0,,,,
"985","420114004000",1330A,37189.1855165526,1.42248412227836e-07,2.84496824455672e-07,2.03889390859898e-07,9.48322748185574e-09,2.27597459564538e-07,4.74161374092787e-08,1.37506798486908e-07,4.74161374092787e-08,0,,,,
"986","420114004000",1327A,49669.6587528356,1.42248412227836e-07,2.84496824455672e-07,2.03889390859898e-07,9.48322748185574e-09,2.27597459564538e-07,4.74161374092787e-08,1.37506798486908e-07,4.74161374092787e-08,0,,,,
"987","420114004000",1331A,58681.8816740551,1.42248412227836e-07,2.84496824455672e-07,2.03889390859898e-07,9.48322748185574e-09,2.27597459564538e-07,4.74161374092787e-08,1.37506798486908e-07,4.74161374092787e-08,0,,,,
"988","420114004000",1326A,44175.6986356604,1.42248412227836e-07,2.84496824455672e-07,2.03889390859898e-07,9.48322748185574e-09,2.27597459564538e-07,4.74161374092787e-08,1.37506798486908e-07,4.74161374092787e-08,0,,,,
"989","420114004000",1329A,59130.5582079907,1.42248412227836e-07,2.84496824455672e-07,2.03889390859898e-07,9.48322748185574e-09,2.27597459564538e-07,4.74161374092787e-08,1.37506798486908e-07,4.74161374092787e-08,0,,,,
"990","420114004000",1328A,47687.6260279307,1.42248412227836e-07,2.84496824455672e-07,2.03889390859898e-07,9.48322748185574e-09,2.27597459564538e-07,4.74161374092787e-08,1.37506798486908e-07,4.74161374092787e-08,0,,,,
"991","420115003000",1333A,50617.3370749239,2.328567938546e-07,4.0323981374821e-07,1.0790924593262e-07,1.13588679929073e-08,1.59024151900702e-07,2.83971699822683e-08,5.67943399645366e-09,2.83971699822683e-08,0,,,,
"992","420115003000",1334A,51734.2078093331,2.328567938546e-07,4.0323981374821e-07,1.0790924593262e-07,1.13588679929073e-08,1.59024151900702e-07,2.83971699822683e-08,5.67943399645366e-09,2.83971699822683e-08,0,,,,
"993","420115003000",1332A,33583.0860883945,2.328567938546e-07,4.0323981374821e-07,1.0790924593262e-07,1.13588679929073e-08,1.59024151900702e-07,2.83971699822683e-08,5.67943399645366e-09,2.83971699822683e-08,0,,,,
"994","420115003000",1325A,40960.4671722546,2.328567938546e-07,4.0323981374821e-07,1.0790924593262e-07,1.13588679929073e-08,1.59024151900702e-07,2.83971699822683e-08,5.67943399645366e-09,2.83971699822683e-08,0,,,,
"995","420115003000",1330A,31658.6248860347,2.328567938546e-07,4.0323981374821e-07,1.0790924593262e-07,1.13588679929073e-08,1.59024151900702e-07,2.83971699822683e-08,5.67943399645366e-09,2.83971699822683e-08,0,,,,
"996","420115003000",1327A,44034.6500517694,2.328567938546e-07,4.0323981374821e-07,1.0790924593262e-07,1.13588679929073e-08,1.59024151900702e-07,2.83971699822683e-08,5.67943399645366e-09,2.83971699822683e-08,0,,,,
"997","420115003000",1331A,46234.0331254291,2.328567938546e-07,4.0323981374821e-07,1.0790924593262e-07,1.13588679929073e-08,1.59024151900702e-07,2.83971699822683e-08,5.67943399645366e-09,2.83971699822683e-08,0,,,,
"998","420115003000",1326A,39194.8368071321,2.328567938546e-07,4.0323981374821e-07,1.0790924593262e-07,1.13588679929073e-08,1.59024151900702e-07,2.83971699822683e-08,5.67943399645366e-09,2.83971699822683e-08,0,,,,
"999","420115003000",1329A,45107.6195180338,2.328567938546e-07,4.0323981374821e-07,1.0790924593262e-07,1.13588679929073e-08,1.59024151900702e-07,2.83971699822683e-08,5.67943399645366e-09,2.83971699822683e-08,0,,,,
"1000","420115003000",1328A,35961.5838185506,2.328567938546e-07,4.0323981374821e-07,1.0790924593262e-07,1.13588679929073e-08,1.59024151900702e-07,2.83971699822683e-08,5.67943399645366e-09,2.83971699822683e-08,0,,,,
"1001","420104008000",1333A,12778.1671352708,8.83118376597433e-05,5.7832530856823e-05,0.000101597689343068,6.25216549803492e-06,6.72107791038754e-05,1.17228103088155e-05,2.3445620617631e-05,1.17228103088155e-05,0,,,,
"1002","420104008000",1334A,48064.955883788,8.83118376597433e-05,5.7832530856823e-05,0.000101597689343068,6.25216549803492e-06,6.72107791038754e-05,1.17228103088155e-05,2.3445620617631e-05,1.17228103088155e-05,0,,,,
"1003","420104008000",1332A,14026.8154904469,8.83118376597433e-05,5.7832530856823e-05,0.000101597689343068,6.25216549803492e-06,6.72107791038754e-05,1.17228103088155e-05,2.3445620617631e-05,1.17228103088155e-05,0,,,,
"1004","420104008000",1325A,9832.80327955748,8.83118376597433e-05,5.7832530856823e-05,0.000101597689343068,6.25216549803492e-06,6.72107791038754e-05,1.17228103088155e-05,2.3445620617631e-05,1.17228103088155e-05,0,,,,
"1005","420104008000",1330A,12068.6067082242,8.83118376597433e-05,5.7832530856823e-05,0.000101597689343068,6.25216549803492e-06,6.72107791038754e-05,1.17228103088155e-05,2.3445620617631e-05,1.17228103088155e-05,0,,,,
"1006","420104008000",1327A,5821.56306429543,8.83118376597433e-05,5.7832530856823e-05,0.000101597689343068,6.25216549803492e-06,6.72107791038754e-05,1.17228103088155e-05,2.3445620617631e-05,1.17228103088155e-05,0,,,,
"1007","420104008000",1331A,14504.1709762405,8.83118376597433e-05,5.7832530856823e-05,0.000101597689343068,6.25216549803492e-06,6.72107791038754e-05,1.17228103088155e-05,2.3445620617631e-05,1.17228103088155e-05,0,,,,
"1008","420104008000",1326A,1685.73834967839,8.83118376597433e-05,5.7832530856823e-05,0.000101597689343068,6.25216549803492e-06,6.72107791038754e-05,1.17228103088155e-05,2.3445620617631e-05,1.17228103088155e-05,0,,,,
"1009","420104008000",1329A,14919.0311286711,8.83118376597433e-05,5.7832530856823e-05,0.000101597689343068,6.25216549803492e-06,6.72107791038754e-05,1.17228103088155e-05,2.3445620617631e-05,1.17228103088155e-05,0,,,,
"1010","420104008000",1328A,6423.62066158685,8.83118376597433e-05,5.7832530856823e-05,0.000101597689343068,6.25216549803492e-06,6.72107791038754e-05,1.17228103088155e-05,2.3445620617631e-05,1.17228103088155e-05,0,,,,
"1011","420104012000",1333A,3114.44404235445,6.93342764798593e-06,3.48212144098849e-05,6.16304679820972e-06,3.08152339910486e-07,4.77636126861253e-06,2.61929488923913e-06,6.16304679820972e-07,2.61929488923913e-06,4.62228509865729e-07,,,,
"1012","420104012000",1334A,45383.8743612184,6.93342764798593e-06,3.48212144098849e-05,6.16304679820972e-06,3.08152339910486e-07,4.77636126861253e-06,2.61929488923913e-06,6.16304679820972e-07,2.61929488923913e-06,4.62228509865729e-07,,,,
"1013","420104012000",1332A,23767.9038055269,6.93342764798593e-06,3.48212144098849e-05,6.16304679820972e-06,3.08152339910486e-07,4.77636126861253e-06,2.61929488923913e-06,6.16304679820972e-07,2.61929488923913e-06,4.62228509865729e-07,,,,
"1014","420104012000",1325A,18298.6071148595,6.93342764798593e-06,3.48212144098849e-05,6.16304679820972e-06,3.08152339910486e-07,4.77636126861253e-06,2.61929488923913e-06,6.16304679820972e-07,2.61929488923913e-06,4.62228509865729e-07,,,,
"1015","420104012000",1330A,17369.5347196152,6.93342764798593e-06,3.48212144098849e-05,6.16304679820972e-06,3.08152339910486e-07,4.77636126861253e-06,2.61929488923913e-06,6.16304679820972e-07,2.61929488923913e-06,4.62228509865729e-07,,,,
"1016","420104012000",1327A,12359.8759140446,6.93342764798593e-06,3.48212144098849e-05,6.16304679820972e-06,3.08152339910486e-07,4.77636126861253e-06,2.61929488923913e-06,6.16304679820972e-07,2.61929488923913e-06,4.62228509865729e-07,,,,
"1017","420104012000",1331A,21029.5026901169,6.93342764798593e-06,3.48212144098849e-05,6.16304679820972e-06,3.08152339910486e-07,4.77636126861253e-06,2.61929488923913e-06,6.16304679820972e-07,2.61929488923913e-06,4.62228509865729e-07,,,,
"1018","420104012000",1326A,11225.2398401927,6.93342764798593e-06,3.48212144098849e-05,6.16304679820972e-06,3.08152339910486e-07,4.77636126861253e-06,2.61929488923913e-06,6.16304679820972e-07,2.61929488923913e-06,4.62228509865729e-07,,,,
"1019","420104012000",1329A,21994.7608943497,6.93342764798593e-06,3.48212144098849e-05,6.16304679820972e-06,3.08152339910486e-07,4.77636126861253e-06,2.61929488923913e-06,6.16304679820972e-07,2.61929488923913e-06,4.62228509865729e-07,,,,
"1020","420104012000",1328A,16225.282004271,6.93342764798593e-06,3.48212144098849e-05,6.16304679820972e-06,3.08152339910486e-07,4.77636126861253e-06,2.61929488923913e-06,6.16304679820972e-07,2.61929488923913e-06,4.62228509865729e-07,,,,
"1021","420104001000",1333A,5873.72715248242,2.30279300163934e-05,2.57477642702982e-05,4.06161915249774e-05,1.81322283593649e-07,2.62917311210791e-05,3.98909023906028e-06,7.07156906015231e-06,3.98909023906028e-06,1.81322283593649e-07,,,,
"1022","420104001000",1334A,44784.4378387585,2.30279300163934e-05,2.57477642702982e-05,4.06161915249774e-05,1.81322283593649e-07,2.62917311210791e-05,3.98909023906028e-06,7.07156906015231e-06,3.98909023906028e-06,1.81322283593649e-07,,,,
"1023","420104001000",1332A,20997.5142354902,2.30279300163934e-05,2.57477642702982e-05,4.06161915249774e-05,1.81322283593649e-07,2.62917311210791e-05,3.98909023906028e-06,7.07156906015231e-06,3.98909023906028e-06,1.81322283593649e-07,,,,
"1024","420104001000",1325A,16156.6352442598,2.30279300163934e-05,2.57477642702982e-05,4.06161915249774e-05,1.81322283593649e-07,2.62917311210791e-05,3.98909023906028e-06,7.07156906015231e-06,3.98909023906028e-06,1.81322283593649e-07,,,,
"1025","420104001000",1330A,14393.6375015618,2.30279300163934e-05,2.57477642702982e-05,4.06161915249774e-05,1.81322283593649e-07,2.62917311210791e-05,3.98909023906028e-06,7.07156906015231e-06,3.98909023906028e-06,1.81322283593649e-07,,,,
"1026","420104001000",1327A,10604.5628553108,2.30279300163934e-05,2.57477642702982e-05,4.06161915249774e-05,1.81322283593649e-07,2.62917311210791e-05,3.98909023906028e-06,7.07156906015231e-06,3.98909023906028e-06,1.81322283593649e-07,,,,
"1027","420104001000",1331A,19631.7466023319,2.30279300163934e-05,2.57477642702982e-05,4.06161915249774e-05,1.81322283593649e-07,2.62917311210791e-05,3.98909023906028e-06,7.07156906015231e-06,3.98909023906028e-06,1.81322283593649e-07,,,,
"1028","420104001000",1326A,8237.40518599208,2.30279300163934e-05,2.57477642702982e-05,4.06161915249774e-05,1.81322283593649e-07,2.62917311210791e-05,3.98909023906028e-06,7.07156906015231e-06,3.98909023906028e-06,1.81322283593649e-07,,,,
"1029","420104001000",1329A,20422.1648500917,2.30279300163934e-05,2.57477642702982e-05,4.06161915249774e-05,1.81322283593649e-07,2.62917311210791e-05,3.98909023906028e-06,7.07156906015231e-06,3.98909023906028e-06,1.81322283593649e-07,,,,
"1030","420104001000",1328A,13295.1805746811,2.30279300163934e-05,2.57477642702982e-05,4.06161915249774e-05,1.81322283593649e-07,2.62917311210791e-05,3.98909023906028e-06,7.07156906015231e-06,3.98909023906028e-06,1.81322283593649e-07,,,,
"1031","420104011000",1333A,6517.40411380767,2.48335864732448e-05,9.1617135753883e-05,1.76110692917831e-05,8.90447323741844e-06,1.51376045036113e-05,3.26497352038676e-06,4.35329802718235e-06,3.26497352038676e-06,0,,,,
"1032","420104011000",1334A,47524.3839815465,2.48335864732448e-05,9.1617135753883e-05,1.76110692917831e-05,8.90447323741844e-06,1.51376045036113e-05,3.26497352038676e-06,4.35329802718235e-06,3.26497352038676e-06,0,,,,
"1033","420104011000",1332A,20640.0556660546,2.48335864732448e-05,9.1617135753883e-05,1.76110692917831e-05,8.90447323741844e-06,1.51376045036113e-05,3.26497352038676e-06,4.35329802718235e-06,3.26497352038676e-06,0,,,,
"1034","420104011000",1325A,14905.3522032059,2.48335864732448e-05,9.1617135753883e-05,1.76110692917831e-05,8.90447323741844e-06,1.51376045036113e-05,3.26497352038676e-06,4.35329802718235e-06,3.26497352038676e-06,0,,,,
"1035","420104011000",1330A,16482.1330465808,2.48335864732448e-05,9.1617135753883e-05,1.76110692917831e-05,8.90447323741844e-06,1.51376045036113e-05,3.26497352038676e-06,4.35329802718235e-06,3.26497352038676e-06,0,,,,
"1036","420104011000",1327A,8945.00727243098,2.48335864732448e-05,9.1617135753883e-05,1.76110692917831e-05,8.90447323741844e-06,1.51376045036113e-05,3.26497352038676e-06,4.35329802718235e-06,3.26497352038676e-06,0,,,,
"1037","420104011000",1331A,17678.248696434,2.48335864732448e-05,9.1617135753883e-05,1.76110692917831e-05,8.90447323741844e-06,1.51376045036113e-05,3.26497352038676e-06,4.35329802718235e-06,3.26497352038676e-06,0,,,,
"1038","420104011000",1326A,8531.04187281366,2.48335864732448e-05,9.1617135753883e-05,1.76110692917831e-05,8.90447323741844e-06,1.51376045036113e-05,3.26497352038676e-06,4.35329802718235e-06,3.26497352038676e-06,0,,,,
"1039","420104011000",1329A,18609.1134203006,2.48335864732448e-05,9.1617135753883e-05,1.76110692917831e-05,8.90447323741844e-06,1.51376045036113e-05,3.26497352038676e-06,4.35329802718235e-06,3.26497352038676e-06,0,,,,
"1040","420104011000",1328A,13330.7534798964,2.48335864732448e-05,9.1617135753883e-05,1.76110692917831e-05,8.90447323741844e-06,1.51376045036113e-05,3.26497352038676e-06,4.35329802718235e-06,3.26497352038676e-06,0,,,,
"1041","420104002000",1333A,7871.54320069344,3.9454342879441e-05,6.77585453799095e-05,4.43861357393711e-05,2.14425776518701e-07,3.21638664778051e-05,4.07408975385532e-06,4.86746512697451e-05,4.07408975385532e-06,6.43277329556103e-07,,,,
"1042","420104002000",1334A,46450.371375182,3.9454342879441e-05,6.77585453799095e-05,4.43861357393711e-05,2.14425776518701e-07,3.21638664778051e-05,4.07408975385532e-06,4.86746512697451e-05,4.07408975385532e-06,6.43277329556103e-07,,,,
"1043","420104002000",1332A,18917.6314297711,3.9454342879441e-05,6.77585453799095e-05,4.43861357393711e-05,2.14425776518701e-07,3.21638664778051e-05,4.07408975385532e-06,4.86746512697451e-05,4.07408975385532e-06,6.43277329556103e-07,,,,
"1044","420104002000",1325A,13882.4772601493,3.9454342879441e-05,6.77585453799095e-05,4.43861357393711e-05,2.14425776518701e-07,3.21638664778051e-05,4.07408975385532e-06,4.86746512697451e-05,4.07408975385532e-06,6.43277329556103e-07,,,,
"1045","420104002000",1330A,14119.1355368299,3.9454342879441e-05,6.77585453799095e-05,4.43861357393711e-05,2.14425776518701e-07,3.21638664778051e-05,4.07408975385532e-06,4.86746512697451e-05,4.07408975385532e-06,6.43277329556103e-07,,,,
"1046","420104002000",1327A,8361.69379908258,3.9454342879441e-05,6.77585453799095e-05,4.43861357393711e-05,2.14425776518701e-07,3.21638664778051e-05,4.07408975385532e-06,4.86746512697451e-05,4.07408975385532e-06,6.43277329556103e-07,,,,
"1047","420104002000",1331A,17424.2855614946,3.9454342879441e-05,6.77585453799095e-05,4.43861357393711e-05,2.14425776518701e-07,3.21638664778051e-05,4.07408975385532e-06,4.86746512697451e-05,4.07408975385532e-06,6.43277329556103e-07,,,,
"1048","420104002000",1326A,6374.52788304932,3.9454342879441e-05,6.77585453799095e-05,4.43861357393711e-05,2.14425776518701e-07,3.21638664778051e-05,4.07408975385532e-06,4.86746512697451e-05,4.07408975385532e-06,6.43277329556103e-07,,,,
"1049","420104002000",1329A,18180.3934828223,3.9454342879441e-05,6.77585453799095e-05,4.43861357393711e-05,2.14425776518701e-07,3.21638664778051e-05,4.07408975385532e-06,4.86746512697451e-05,4.07408975385532e-06,6.43277329556103e-07,,,,
"1050","420104002000",1328A,11347.533919518,3.9454342879441e-05,6.77585453799095e-05,4.43861357393711e-05,2.14425776518701e-07,3.21638664778051e-05,4.07408975385532e-06,4.86746512697451e-05,4.07408975385532e-06,6.43277329556103e-07,,,,
"1051","420104003000",1333A,9266.87661069994,2.90321617758262e-05,5.66270878201759e-05,3.42062104091418e-05,8.62341438885927e-07,2.04087473869669e-05,5.46149577961087e-06,4.59915434072495e-06,5.46149577961087e-06,8.62341438885927e-07,,,,
"1052","420104003000",1334A,47078.176829586,2.90321617758262e-05,5.66270878201759e-05,3.42062104091418e-05,8.62341438885927e-07,2.04087473869669e-05,5.46149577961087e-06,4.59915434072495e-06,5.46149577961087e-06,8.62341438885927e-07,,,,
"1053","420104003000",1332A,17523.8819279662,2.90321617758262e-05,5.66270878201759e-05,3.42062104091418e-05,8.62341438885927e-07,2.04087473869669e-05,5.46149577961087e-06,4.59915434072495e-06,5.46149577961087e-06,8.62341438885927e-07,,,,
"1054","420104003000",1325A,12568.5217685834,2.90321617758262e-05,5.66270878201759e-05,3.42062104091418e-05,8.62341438885927e-07,2.04087473869669e-05,5.46149577961087e-06,4.59915434072495e-06,5.46149577961087e-06,8.62341438885927e-07,,,,
"1055","420104003000",1330A,13602.2388955691,2.90321617758262e-05,5.66270878201759e-05,3.42062104091418e-05,8.62341438885927e-07,2.04087473869669e-05,5.46149577961087e-06,4.59915434072495e-06,5.46149577961087e-06,8.62341438885927e-07,,,,
"1056","420104003000",1327A,7234.99631324279,2.90321617758262e-05,5.66270878201759e-05,3.42062104091418e-05,8.62341438885927e-07,2.04087473869669e-05,5.46149577961087e-06,4.59915434072495e-06,5.46149577961087e-06,8.62341438885927e-07,,,,
"1057","420104003000",1331A,16333.0851111971,2.90321617758262e-05,5.66270878201759e-05,3.42062104091418e-05,8.62341438885927e-07,2.04087473869669e-05,5.46149577961087e-06,4.59915434072495e-06,5.46149577961087e-06,8.62341438885927e-07,,,,
"1058","420104003000",1326A,5070.70471949103,2.90321617758262e-05,5.66270878201759e-05,3.42062104091418e-05,8.62341438885927e-07,2.04087473869669e-05,5.46149577961087e-06,4.59915434072495e-06,5.46149577961087e-06,8.62341438885927e-07,,,,
"1059","420104003000",1329A,17023.1606665416,2.90321617758262e-05,5.66270878201759e-05,3.42062104091418e-05,8.62341438885927e-07,2.04087473869669e-05,5.46149577961087e-06,4.59915434072495e-06,5.46149577961087e-06,8.62341438885927e-07,,,,
"1060","420104003000",1328A,9986.17420960418,2.90321617758262e-05,5.66270878201759e-05,3.42062104091418e-05,8.62341438885927e-07,2.04087473869669e-05,5.46149577961087e-06,4.59915434072495e-06,5.46149577961087e-06,8.62341438885927e-07,,,,
"1061","420104004000",1333A,10952.2845904501,4.28565544033007e-05,9.92467575655385e-05,5.71420725377343e-05,3.75934687748252e-07,4.73677706562797e-05,6.01495500397203e-06,2.51876240791329e-05,6.01495500397203e-06,7.51869375496504e-07,,,,
"1062","420104004000",1334A,47605.0323970106,4.28565544033007e-05,9.92467575655385e-05,5.71420725377343e-05,3.75934687748252e-07,4.73677706562797e-05,6.01495500397203e-06,2.51876240791329e-05,6.01495500397203e-06,7.51869375496504e-07,,,,
