城市,监测点,监测点代码,日期,aqi,PM2_5,pm10,co,no2,o3,so2,空气质量等级,首要污染物
武汉,汉阳月湖,1326A,2017/11/5,62,32,73,0.49,68,38,12,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/11/6,86,60,109,0.71,91,33,13,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/11/7,144,109,178,1.12,125,25,9,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/11/8,179,136,208,1.23,132,29,9,中度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/11/9,109,80,128,1.22,90,56,12,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/11/10,111,76,119,1.15,62,33,10,轻度污染,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/11/11,68,29,83,0.83,38,33,6,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/11/12,65,47,68,0.82,49,10,3,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/11/13,63,45,60,1.06,49,13,2,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/11/14,72,52,84,1.53,60,6,8,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/11/15,127,96,159,1.88,85,10,16,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/11/16,102,76,109,0.71,57,28,11,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/11/17,93,69,76,0.78,42,10,2,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/11/18,75,48,87,0.84,31,30,5,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/11/19,74,53,75,0.8,37,16,9,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/11/20,81,59,74,0.52,43,27,8,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/11/21,95,70,96,0.65,58,12,10,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/11/22,103,61,121,0.64,45,22,9,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/11/23,88,40,126,0.72,63,18,9,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/11/24,94,62,136,1.04,73,16,11,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/11/25,89,62,123,1.13,77,18,14,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/11/26,111,83,130,1.37,83,15,11,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/11/27,116,86,133,1.79,88,22,17,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/11/28,126,95,141,1.73,88,11,14,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/11/29,151,114,109,1.57,38,36,6,中度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/11/30,49,34,41,1.39,30,8,1,优,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/1,67,48,70,1.35,34,11,4,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/2,78,56,83,0.83,50,12,5,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/3,93,69,101,1.14,60,8,8,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/4,209,165,121,1.3,48,31,7,重度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/5,174,146,129,1.55,55,36,11,中度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/6,169,128,148,1.77,78,4,20,中度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/7,120,90,124,1.15,60,15,18,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/8,111,79,93,0.98,43,40,15,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/9,93,67,125,1.18,67,23,16,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/10,105,64,135,1.45,64,26,17,轻度污染,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/12/11,80,49,110,1.94,73,17,22,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/12/12,92,67,99,1.53,59,9,21,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/13,92,68,84,1.15,42,8,7,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/14,52,37,0,0.84,30,12,3,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/15,61,44,53,0.9,29,13,2,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/16,110,82,71,1.01,27,47,7,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/17,80,58,77,0.98,49,35,10,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/18,99,74,115,1.27,71,20,12,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/19,119,89,155,1.69,90,16,14,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/20,118,89,152,1.53,86,18,19,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/21,126,92,168,1.51,98,15,16,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/22,103,77,119,1.49,89,12,28,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/23,159,119,208,1.76,96,3,25,中度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/24,178,139,172,1.8,73,25,17,中度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/25,79,46,107,1.49,69,18,17,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/12/26,101,71,140,1.82,81,17,28,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/27,139,106,140,1.84,77,10,30,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/28,152,115,147,1.52,61,7,17,中度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/29,159,125,0,1.56,62,10,8,中度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/30,162,124,147,1.7,56,29,15,中度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/12/31,159,120,179,2.39,78,22,16,中度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/1,127,96,146,1.26,89,20,23,轻度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/2,137,104,143,1.01,75,42,16,轻度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/3,189,143,193,1.77,92,33,20,中度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/4,218,169,219,2.12,83,9,13,重度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/5,39,27,21,1.64,33,15,6,优,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/6,17,11,12,0.8,22,29,5,优,
武汉,东湖梨园,1325A,2017/1/7,34,23,29,1.11,31,16,5,优,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/8,76,56,73,1.44,27,46,11,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/9,131,99,112,1.95,38,50,20,轻度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/10,114,86,95,1.6,27,58,11,轻度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/11,134,102,105,1.78,45,24,12,轻度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/12,108,81,89,1.67,51,29,10,轻度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/13,91,67,86,1.78,74,14,11,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/14,89,66,92,2.04,54,40,32,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/15,68,47,72,1.43,52,32,20,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/16,89,65,86,1.36,47,40,17,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/17,79,58,86,1.28,57,31,14,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/18,105,79,96,1.22,51,22,12,轻度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/19,129,97,132,1.17,34,52,12,轻度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/20,102,52,140,1.02,32,59,17,轻度污染,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/1/21,79,52,108,1.4,58,28,20,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/1/22,111,83,127,1.37,55,36,14,轻度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/23,108,81,112,1.38,52,40,16,轻度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/24,83,61,87,1.4,40,50,18,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/25,97,72,85,1.54,34,46,11,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/26,85,62,73,1.47,33,45,10,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/27,162,114,233,1.67,29,50,13,中度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/28,189,144,190,2.1,28,51,19,中度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/29,148,113,142,1.77,16,40,11,轻度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/30,142,108,120,1.88,16,55,12,轻度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/1/31,94,69,86,1.94,24,41,14,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/1,76,55,57,1.43,14,37,5,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/2,87,64,70,1.72,25,26,6,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/3,73,53,52,1.8,29,19,5,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/4,57,40,41,1.71,28,15,7,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/5,68,49,59,1.45,26,27,7,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/6,97,72,93,1.75,33,30,9,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/7,77,56,71,1.33,25,45,9,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/8,58,42,48,0.98,15,58,5,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/9,106,79,79,1.41,30,55,12,轻度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/10,86,63,79,1.39,44,50,18,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/11,56,37,56,1.17,38,51,21,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/12,90,66,94,1.4,55,45,13,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/13,81,59,85,1.43,53,52,20,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/14,69,47,79,1.37,50,51,17,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/15,90,63,118,1.63,71,37,19,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/16,106,79,132,1.49,57,52,17,轻度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/17,189,148,214,1.71,42,35,11,中度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/18,115,87,120,1.63,42,28,13,轻度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/19,171,130,170,1.82,51,29,12,中度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/20,139,105,145,1.76,32,32,11,轻度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/21,50,27,70,1.8,31,26,14,优,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/2/22,77,57,64,1.35,22,43,9,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/23,82,61,69,1.44,33,50,18,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/24,74,54,75,1.23,54,37,14,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/25,81,60,88,1.13,64,44,15,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/26,84,61,102,1.23,77,38,13,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/27,89,65,107,1.28,59,52,23,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/2/28,88,63,108,1.2,62,58,23,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/3/1,91,50,113,1,46,56,13,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/3/2,80,25,111,1.15,43,47,21,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/3/3,78,39,106,1.14,54,47,33,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/3/4,94,63,114,1.18,63,20,15,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/3/5,76,55,69,1.08,34,39,10,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/3/6,246,196,236,1.96,48,44,15,重度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/3/7,167,129,154,1.67,59,56,14,中度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/3/8,102,75,114,1.13,35,79,19,轻度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/3/9,103,75,135,1.35,62,55,25,轻度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/3/10,71,51,74,1.1,30,60,14,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/3/11,90,66,100,1.37,61,23,13,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/3/12,79,58,80,1.42,52,36,9,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/3/13,39,27,26,1.02,15,65,6,优,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/3/14,54,29,61,1.19,26,65,14,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/3/15,59,39,64,1.14,36,56,16,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/3/16,79,58,79,1.36,49,43,14,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/3/17,82,61,74,1.19,63,27,9,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/3/18,113,85,97,1.3,54,23,9,轻度污染,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/3/19,96,71,81,1.29,35,25,8,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/3/20,57,40,32,1.01,20,48,6,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/3/21,65,46,56,1.11,26,55,10,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/3/22,46,31,43,1.15,31,49,7,优,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/3/23,60,42,52,1.44,33,32,9,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/3/24,43,30,40,0.8,25,37,7,优,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/3/25,77,44,95,0.97,47,32,9,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/3/26,100,35,150,0.96,57,40,10,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/3/27,95,40,139,0.97,42,60,11,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/3/28,84,42,119,0.96,31,62,13,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/3/29,93,67,128,1.31,30,57,14,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/3/30,89,66,103,1.33,26,48,10,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/3/31,57,40,52,0.93,16,85,9,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/4/1,85,63,89,1.03,37,67,8,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/4/2,75,49,90,1.2,51,66,11,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/4/3,84,54,117,1.52,42,61,21,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/4/4,78,51,100,1.42,45,33,12,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/4/5,95,71,92,1.61,42,18,6,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/4/6,53,37,53,1.44,25,21,6,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/4/7,61,43,67,1.46,29,35,6,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/4/8,61,41,68,1.71,26,52,6,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/4/9,23,7,12,1.03,10,73,6,优,
武汉,东湖梨园,1325A,2017/4/10,22,8,15,0.79,12,68,7,优,
武汉,东湖梨园,1325A,2017/4/11,60,41,54,1.24,29,63,9,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/4/12,62,42,65,1.26,42,64,8,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/4/13,71,45,86,1.27,60,61,9,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/4/14,72,41,89,1.12,39,69,8,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/4/15,79,48,105,1.29,30,78,9,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/4/16,75,50,107,1.39,35,30,7,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/4/17,51,17,60,0.75,18,71,7,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/4/18,80,28,111,0.97,28,69,9,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/4/19,91,45,133,1.27,45,39,7,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/4/20,67,27,85,0.93,27,54,8,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/4/21,79,31,110,1.1,42,35,11,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/4/22,77,32,105,0.82,50,56,11,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/4/23,74,34,99,0.85,53,70,10,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/4/24,83,46,114,1.05,37,89,15,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/4/25,75,48,101,1.08,36,63,8,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/4/26,75,53,79,1.08,14,84,8,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/4/27,60,32,69,0.87,28,110,12,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/4/28,73,35,89,0.93,65,90,12,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/4/29,65,31,77,0.9,44,94,11,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/4/30,80,43,104,1.08,41,97,12,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/5/1,83,53,104,1.33,40,62,9,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/5/2,70,46,77,1.18,26,91,9,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/5/3,43,25,52,1.1,16,71,7,优,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/5/4,31,14,26,1.04,13,77,7,优,
武汉,东湖梨园,1325A,2017/5/5,77,33,111,1.07,27,85,7,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/5/6,414,146,595,1.35,35,73,14,严重污染,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/5/7,181,93,285,1.54,57,29,3,中度污染,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/5/8,51,27,66,1.08,29,62,1,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/5/9,56,26,64,1.11,43,60,1,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/5/10,69,36,87,1.25,43,71,2,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/5/11,79,52,126,1.37,51,50,5,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/5/12,41,16,41,0.58,22,89,8,优,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/5/13,61,24,73,0.73,37,82,8,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/5/14,94,50,130,1.13,41,91,8,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/5/15,68,40,82,1.06,27,92,8,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/5/16,68,42,85,0.83,20,94,8,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/5/17,79,45,94,0.87,29,110,8,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/5/18,96,55,122,1.17,25,104,9,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/5/19,92,67,117,1.26,23,76,9,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/5/20,98,70,124,1.3,38,97,11,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/5/21,76,52,96,1.14,27,103,10,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/5/22,51,32,50,1.07,22,70,8,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/5/23,26,11,23,1.09,12,66,8,优,
武汉,东湖梨园,1325A,2017/5/24,49,25,50,0.97,15,113,6,优,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/5/25,69,29,76,1.42,43,124,9,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/5/26,74,38,88,1.28,56,107,5,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/5/27,94,39,112,1.33,69,106,5,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/5/28,90,39,112,1.35,54,92,5,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/5/29,85,41,106,1.41,34,113,9,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/5/30,84,47,115,1.38,38,90,6,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/5/31,73,49,95,1.1,23,98,5,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/6/1,58,29,68,0.68,26,93,3,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/6/2,82,51,93,1.13,33,100,4,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/6/3,85,55,113,1.11,25,132,6,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/6/4,78,43,107,1.19,23,109,8,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/6/5,39,25,39,0.97,19,76,2,优,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/6/6,32,12,26,0.83,19,92,2,优,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/6/7,60,22,50,0.93,24,122,4,良,臭氧1小时
武汉,东湖梨园,1325A,2017/6/8,61,31,68,1.21,23,94,5,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/6/9,43,22,47,1.24,28,34,2,优,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/6/10,42,26,38,1.2,18,39,2,优,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/6/11,34,18,34,1.15,20,57,2,优,
武汉,东湖梨园,1325A,2017/6/12,32,20,29,1.33,29,32,2,优,
武汉,东湖梨园,1325A,2017/6/13,30,17,27,0.97,13,51,2,优,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/6/14,47,31,48,1.19,35,64,4,优,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/6/15,57,40,45,1.11,42,50,3,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/6/16,64,42,70,1.48,39,90,10,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/6/17,66,43,73,1.1,33,108,5,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/6/18,60,38,65,1.13,19,106,10,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/6/19,60,30,69,1.15,29,64,10,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/6/20,74,44,88,1.22,30,92,7,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/6/21,65,41,78,1.01,23,94,5,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/6/22,55,22,56,0.99,25,85,7,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/6/23,46,24,53,1.08,27,50,4,优,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/6/24,57,32,67,1.48,40,48,9,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/6/25,63,40,76,1.21,46,62,3,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/6/26,53,35,57,1.1,25,71,3,良,细颗粒物(PM2.5)
武汉,东湖梨园,1325A,2017/6/27,47,22,44,0.97,21,104,5,优,臭氧1小时
武汉,东湖梨园,1325A,2017/6/28,54,23,53,0.99,25,113,4,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/6/29,55,24,60,1.06,31,91,8,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/6/30,19,8,14,0.85,21,51,3,优,
武汉,东湖梨园,1325A,2017/7/1,17,7,15,0.87,22,35,3,优,
武汉,东湖梨园,1325A,2017/7/2,27,9,25,0.88,20,61,4,优,
武汉,东湖梨园,1325A,2017/7/3,47,20,46,1.09,26,73,5,优,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/7/4,43,16,44,1.09,28,53,6,优,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/7/5,44,15,45,0.94,28,47,5,优,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/7/6,43,15,44,0.82,30,51,6,优,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/7/7,36,8,36,0.65,20,56,4,优,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/7/8,36,12,37,0.75,22,48,5,优,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/7/9,34,11,34,0.76,28,27,3,优,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/7/10,40,14,38,0.76,21,97,4,优,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/7/11,27,8,27,0.73,19,56,3,优,
武汉,东湖梨园,1325A,2017/7/12,35,8,36,0.75,18,57,4,优,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/7/13,45,14,47,0.74,19,72,5,优,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/7/14,40,16,41,0.69,17,71,4,优,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/7/15,55,17,62,0.77,30,73,4,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/7/16,49,18,52,0.75,29,70,3,优,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/7/17,65,21,81,0.83,40,63,3,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/7/18,49,20,52,0.77,19,77,2,优,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/7/19,27,8,26,0.76,15,52,3,优,
武汉,东湖梨园,1325A,2017/7/20,29,5,28,0.61,14,65,4,优,
武汉,东湖梨园,1325A,2017/7/21,38,9,38,0.6,18,72,4,优,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/7/22,59,20,69,0.71,30,97,4,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/7/23,69,28,88,0.8,39,86,3,良,颗粒物(PM10)
武汉,东湖梨园,1325A,2017/7/24,64,29,81,0.76,33,77,4,良,颗粒物(PM10)
