城市,监测点,监测点代码,日期,aqi,PM2_5,pm10,co,no2,o3,so2,空气质量等级,首要污染物
武汉,沌口新区,1330A,2017/8/30,30,6,30,0.93,26,46,3,优,
武汉,沌口新区,1330A,2017/8/31,39,14,40,0.79,28,41,3,优,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/1,39,16,41,0.78,38,30,3,优,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/2,50,27,54,0.98,48,16,4,优,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/3,20,10,17,0.6,29,42,2,优,
武汉,沌口新区,1330A,2017/9/4,34,12,34,0.48,31,57,3,优,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/5,53,25,58,0.54,59,22,5,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/6,34,17,34,0.5,38,43,4,优,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/7,63,20,60,0.66,44,98,7,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/8,86,58,120,1.27,104,11,8,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/9,83,55,111,0.96,28,131,6,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/10,48,30,64,0.69,24,57,5,优,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/9/11,39,13,38,0.52,27,72,5,优,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/12,63,31,64,1.03,50,72,7,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/13,71,33,87,1.02,61,70,11,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/14,76,37,81,0.8,45,119,10,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/15,72,33,79,0.95,58,96,11,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/16,79,39,89,0.88,62,95,10,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/17,89,45,108,0.66,63,96,9,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/18,109,75,150,0.86,59,95,13,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/9/19,78,57,76,1.18,49,50,6,良,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/9/20,44,23,45,0.85,44,45,5,优,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/9/21,66,40,82,1.24,81,12,9,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/22,71,48,85,1.2,62,57,9,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/23,54,35,57,1.02,51,38,7,良,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/9/24,61,38,74,1.26,36,59,9,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/25,66,41,81,1.28,44,44,7,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/26,55,33,63,1.35,33,47,6,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/27,25,12,25,1.31,26,49,4,优,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/28,31,12,31,1.1,30,58,5,优,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/29,38,16,38,1.01,48,36,7,优,颗粒物(PM10)
武汉,沌口新区,1330A,2017/9/30,69,52,79,1.41,49,26,10,良,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/10/1,62,40,73,1.37,30,51,6,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/10/2,20,9,19,1.2,17,41,5,优,
武汉,沌口新区,1330A,2017/10/3,14,4,10,1.08,23,39,4,优,
武汉,沌口新区,1330A,2017/10/4,14,3,10,1.14,22,29,4,优,
武汉,沌口新区,1330A,2017/10/5,17,7,13,1.27,30,26,5,优,
武汉,沌口新区,1330A,2017/10/6,43,21,50,1.57,52,15,8,优,颗粒物(PM10)
武汉,沌口新区,1330A,2017/10/7,59,35,69,1.66,51,24,11,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/10/8,80,52,98,1.8,54,72,11,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/10/9,93,63,134,2.07,77,59,8,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/10/10,50,33,45,1.72,29,28,6,优,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/10/11,17,5,15,1.48,28,18,5,优,
武汉,沌口新区,1330A,2017/10/12,17,6,9,1.22,31,30,5,优,
武汉,沌口新区,1330A,2017/10/13,27,15,26,0.52,37,38,6,优,
武汉,沌口新区,1330A,2017/10/14,39,22,37,0.5,39,32,6,优,颗粒物(PM10)
武汉,沌口新区,1330A,2017/10/15,25,12,24,0.38,26,63,5,优,
武汉,沌口新区,1330A,2017/10/16,22,13,19,0.4,34,48,5,优,
武汉,沌口新区,1330A,2017/10/17,29,15,26,0.52,35,52,6,优,颗粒物(PM10)
武汉,沌口新区,1330A,2017/10/18,35,23,33,0.54,38,35,6,优,
武汉,沌口新区,1330A,2017/10/19,33,16,32,0.55,37,50,5,优,颗粒物(PM10)
武汉,沌口新区,1330A,2017/10/20,66,41,79,1.03,70,39,8,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/10/21,64,40,74,0.91,79,55,6,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/10/22,86,63,105,1.04,77,67,8,良,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/10/23,119,90,133,1.35,72,64,8,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/10/24,93,60,113,1.34,71,48,13,良,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/10/25,72,41,94,1.21,80,41,20,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/10/26,81,52,101,1.04,74,57,11,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/10/27,109,75,158,1.41,120,27,19,轻度污染,颗粒物(PM10)
武汉,沌口新区,1330A,2017/10/28,99,50,146,1.37,102,56,14,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/10/29,77,29,104,0.79,49,58,6,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/10/30,60,8,70,0.45,62,34,7,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/10/31,93,30,137,0.98,88,37,20,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/11/1,101,73,133,0.99,97,50,15,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/2,116,87,142,1.05,101,61,14,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/3,180,138,169,1.24,80,70,15,中度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/4,125,93,84,0.99,51,72,10,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/5,64,40,77,0.75,58,56,17,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/11/6,99,73,113,1.03,92,44,22,良,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/7,146,110,155,1.3,106,46,19,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/8,179,136,193,1.49,103,58,18,中度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/9,134,100,148,1.36,77,82,19,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/10,113,80,128,1.28,76,32,15,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/11,67,33,82,0.66,49,29,8,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/11/12,89,72,76,0.97,58,13,6,良,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/13,80,59,68,1.03,56,15,6,良,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/14,91,67,93,1.34,74,4,9,良,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/15,139,106,135,1.76,94,10,17,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/16,115,86,100,1.57,77,20,16,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/17,93,69,66,1.33,54,7,5,良,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/18,67,47,58,1.03,45,21,6,良,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/19,71,51,57,1.08,52,12,9,良,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/20,85,63,87,0.99,55,24,9,良,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/21,101,75,102,0.9,63,15,14,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/22,106,69,108,0.82,54,23,11,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/23,89,47,128,0.77,86,21,15,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/11/24,98,62,144,1.12,84,20,17,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/11/25,103,69,149,0.95,87,24,21,轻度污染,颗粒物(PM10)
武汉,沌口新区,1330A,2017/11/26,115,86,133,0.96,89,23,16,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/27,131,98,164,1.18,99,27,22,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/28,167,127,165,1.26,100,15,15,中度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/29,175,134,140,0.96,52,39,5,中度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/11/30,62,45,52,0.75,39,9,1,良,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/1,81,59,84,1.04,49,10,3,良,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/2,92,69,81,0.98,62,20,6,良,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/3,109,82,109,1.19,72,13,7,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/4,246,197,0,1.37,73,39,7,重度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/5,150,158,140,1.61,86,36,11,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/6,188,142,165,1.67,100,7,18,中度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/7,144,109,129,1.33,97,18,16,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/8,115,86,92,1.03,66,38,14,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/9,96,71,106,1.08,84,34,14,良,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/10,121,84,149,1.31,98,30,17,轻度污染,颗粒物(PM10)
武汉,沌口新区,1330A,2017/12/11,103,72,144,1.59,118,18,19,轻度污染,颗粒物(PM10)
武汉,沌口新区,1330A,2017/12/12,92,67,104,0.96,85,13,17,良,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/13,109,82,96,0.8,61,9,6,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/14,74,54,56,0.72,44,19,2,良,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/15,80,59,0,1.04,42,21,2,良,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/16,111,83,69,0.99,36,55,5,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/17,84,62,72,0.95,71,41,9,良,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/18,98,73,97,1.02,85,26,14,良,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/19,118,89,119,1.21,102,18,18,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/20,112,84,100,0.9,84,25,19,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/21,142,108,118,1,103,20,21,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/22,123,91,146,1.18,107,20,32,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/23,171,131,205,1.14,113,7,28,中度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/24,181,141,174,0.92,77,39,18,中度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/25,89,59,123,0.78,84,30,21,良,颗粒物(PM10)
武汉,沌口新区,1330A,2017/12/26,120,90,169,1.28,113,19,29,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/27,146,111,182,1.23,102,14,29,轻度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/28,182,139,189,1.2,79,7,16,中度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/29,187,144,176,1.14,74,19,10,中度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/30,180,138,216,1.03,76,37,17,中度污染,细颗粒物(PM2.5)
武汉,沌口新区,1330A,2017/12/31,170,129,221,1.21,87,30,19,中度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/1,163,124,177,1.75,97,9,27,中度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/2,170,129,167,1.23,80,25,15,中度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/3,225,175,231,1.83,109,14,20,重度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/4,258,206,317,2.26,94,3,12,重度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/5,54,39,0,1.77,44,9,2,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/6,31,21,20,0.82,40,22,1,优,
武汉,青山钢花,1329A,2017/1/7,50,35,49,1.1,40,12,2,优,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/8,97,72,93,1.38,51,37,9,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/9,159,120,134,1.85,74,33,16,中度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/10,116,87,87,1.24,60,42,7,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/11,159,120,125,1.47,54,22,7,中度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/12,144,110,124,1.17,63,27,8,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/13,129,98,136,1.6,85,11,8,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/14,105,78,97,0.77,67,28,14,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/15,74,53,82,0.7,55,31,9,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/16,105,78,105,1.15,68,28,12,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/17,99,74,108,0.88,67,27,7,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/18,129,98,106,0.9,56,14,6,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/19,158,119,150,0.9,47,41,9,中度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/20,98,67,116,0.37,54,43,11,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/1/21,100,73,135,0.91,81,24,11,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/22,175,133,196,1.58,93,25,15,中度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/23,146,110,150,1.19,77,37,19,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/24,105,78,103,1.15,63,49,26,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/25,119,89,95,0.91,51,44,7,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/26,109,82,87,1.04,60,38,10,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/27,191,139,250,1.24,41,52,15,中度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/28,218,169,206,1.68,42,45,22,重度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/29,168,127,148,1.23,20,39,7,中度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/30,157,119,123,1.24,23,53,9,中度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/1/31,101,75,83,0.9,25,45,5,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/1,90,66,0,0.79,22,35,1,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/2,98,73,0,0.85,28,31,1,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/3,95,71,66,1.16,37,15,2,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/4,74,54,53,1.38,41,8,4,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/5,95,71,100,1.77,46,19,6,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/6,127,96,119,1.82,53,18,6,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/7,87,64,56,1.1,35,42,3,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/8,75,55,82,1.08,26,55,1,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/9,127,96,127,1.47,49,47,7,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/10,100,75,91,1.16,60,43,14,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/11,103,74,117,1.45,70,33,22,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/12,130,97,150,1.54,80,31,13,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/13,117,87,124,1.75,95,33,28,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/14,93,67,111,1.43,81,35,19,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/15,120,88,148,1.84,99,31,27,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/16,132,100,162,1.63,88,48,19,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/17,211,166,247,1.78,53,24,9,重度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/18,138,104,152,1.68,64,19,14,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/19,190,145,181,1.93,67,23,14,中度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/20,158,120,170,1.85,50,23,11,中度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/21,46,30,57,0.96,32,31,3,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/2/22,92,68,81,1.26,37,36,6,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/23,97,72,79,1.16,58,33,11,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/24,90,67,92,1.11,72,36,13,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/25,99,73,103,1.21,84,41,12,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/26,105,77,129,1.4,94,35,12,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/27,114,82,153,1.64,93,41,27,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/2/28,115,85,138,1.69,90,53,28,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/1,110,65,138,1.29,62,48,10,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/2,85,37,121,1.07,60,44,17,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/3/3,85,54,117,1.23,75,43,27,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/3/4,111,80,137,1.67,92,10,20,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/5,91,67,87,1.34,57,24,9,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/6,264,214,241,2.19,73,34,11,重度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/7,204,163,182,1.99,85,48,14,重度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/8,123,93,134,1.33,78,55,22,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/9,131,99,157,1.56,85,53,32,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/10,86,63,92,1.23,55,61,18,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/11,124,93,148,1.72,83,14,16,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/12,103,77,108,1.44,61,32,7,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/13,53,37,47,1.07,28,59,3,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/14,64,40,76,1.25,44,55,10,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/3/15,75,53,83,1.34,57,45,17,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/16,101,76,102,1.51,65,39,12,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/17,118,88,110,1.38,82,21,11,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/18,127,97,107,1.16,55,29,7,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/19,129,98,0,1.54,67,7,9,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/20,72,53,40,1,36,40,4,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/21,86,63,74,1.26,56,33,8,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/22,60,43,63,1.33,58,38,5,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/23,75,54,70,1.38,50,25,5,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/24,59,42,64,0.89,36,34,4,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/25,86,63,80,1.05,63,5,7,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/26,84,62,0,3.25,63,4,22,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/27,112,61,174,1.36,72,48,16,轻度污染,颗粒物(PM10)
武汉,青山钢花,1329A,2017/3/28,93,54,135,1.18,53,59,15,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/3/29,109,82,132,1.33,41,65,14,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/30,106,79,137,1.49,43,49,9,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/3/31,71,51,64,0.68,35,82,7,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/4/1,105,79,102,1.02,66,61,10,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/4/2,99,71,106,1.1,68,72,16,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/4/3,97,70,134,1.27,63,68,40,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/4/4,99,72,124,1.4,74,33,27,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/4/5,119,90,111,1.48,62,18,6,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/4/6,61,44,56,1.25,39,27,5,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/4/7,84,61,86,1.98,54,40,7,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/4/8,72,53,88,2.2,42,67,7,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/4/9,26,17,0,1.43,27,73,6,优,
武汉,青山钢花,1329A,2017/4/10,27,18,21,1.12,24,62,6,优,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/4/11,74,54,68,1.33,37,57,8,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/4/12,94,69,100,1.55,73,40,11,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/4/13,105,74,121,1.73,76,54,10,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/4/14,93,66,112,1.4,61,62,13,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/4/15,96,66,126,1.73,55,72,6,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/4/16,98,72,127,1.95,53,13,5,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/4/17,60,29,87,1.14,30,52,6,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/4/18,94,43,138,1.42,48,52,6,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/4/19,106,62,159,1.78,66,29,6,轻度污染,颗粒物(PM10)
武汉,青山钢花,1329A,2017/4/20,73,39,92,1.18,43,37,6,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/4/21,84,41,117,0.86,58,21,6,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/4/22,89,45,127,0.92,69,49,8,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/4/23,90,53,126,1.06,68,64,8,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/4/24,98,66,135,1.27,69,57,15,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/4/25,47,33,29,0.64,32,80,7,优,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/4/26,89,66,83,0.93,31,69,7,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/4/27,68,44,78,0.64,45,98,11,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/4/28,80,51,103,0.8,79,81,12,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/4/29,80,47,107,0.89,66,83,12,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/4/30,97,58,131,1.04,58,92,19,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/5/1,100,70,124,1.47,77,34,15,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/5/2,77,54,85,1.14,47,70,10,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/5/3,54,36,69,1.21,29,61,10,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/5/4,38,25,39,0.9,29,58,6,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/5/5,85,44,118,0.75,45,67,5,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/5/6,430,171,623,0.76,40,57,10,严重污染,颗粒物(PM10)
武汉,青山钢花,1329A,2017/5/7,208,107,309,1.18,67,11,6,重度污染,颗粒物(PM10)
武汉,青山钢花,1329A,2017/5/8,59,38,80,0.79,40,57,3,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/5/9,74,44,99,1.05,72,31,5,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/5/10,90,52,128,1.05,72,62,8,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/5/11,102,70,168,1.38,76,40,12,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/5/12,50,27,53,0.7,36,84,3,优,颗粒物(PM10)
武汉,青山钢花,1329A,2017/5/13,82,40,112,1.03,59,75,5,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/5/14,113,72,161,1.36,57,109,12,轻度污染,颗粒物(PM10)
武汉,青山钢花,1329A,2017/5/15,72,47,93,0.89,40,85,3,良,颗粒物(PM10)
武汉,青山钢花,1329A,2017/5/16,73,50,90,0.94,36,85,4,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/5/17,94,58,116,1.04,61,101,5,良,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/5/18,120,76,153,1.31,58,102,13,轻度污染,细颗粒物(PM2.5)
武汉,青山钢花,1329A,2017/5/19,113,85,143,1.44,52,66,13,轻度污染,细颗粒物(PM2.5)
