wkt_geom,fid,InputID,TargetID,Distance,Busstops_Count_Pointsdensity,Company_Count_Pointsdensity,Daily_Count_Pointsdensity,Green_Count_Densitypoints,Hospital_Count_Pointsdensity,Restuarant_Count_Pointsdensity,Sample_Count_Pointsdensity,Shops_Count_Pointsdensity,Subway_Count_Pointsdensity,Merged_pm25mean,Merged_pm10mean,Merged_no2mean,Merged_so2mean,Education_Count_Pointsdensity,Carroads_Roadensity
"MultiPoint ((114.30494500000000357 30.53393900000000016),(114.38649552343440519 30.48296944673883857))",1760,4.20111E+11,1328A,9654.403078,3.04E-05,6.71E-05,2.70E-05,5.41E-06,1.05E-05,3.58E-06,2.25E-06,3.58E-06,0,48.89315068,85.85753425,55.48219178,11.33150685,5.81E-05,153.074
"MultiPoint ((114.38645699999999295 30.62975099999999884),(114.42002254982034515 30.51329066115504318))",1747,4.20111E+11,1331A,13306.49142,3.04E-05,6.71E-05,2.70E-05,5.41E-06,1.05E-05,3.58E-06,2.25E-06,3.58E-06,0,48.38082192,83.90410959,55.10958904,8.465753425,5.81E-05,153.074
"MultiPoint ((114.29549799999999493 30.6063459999999985),(114.42002254982034515 30.51329066115504318))",1746,4.20111E+11,1327A,15784.62271,3.04E-05,6.71E-05,2.70E-05,5.41E-06,1.05E-05,3.58E-06,2.25E-06,3.58E-06,0,51.30958904,94.24657534,49.78356164,9.367123288,5.81E-05,153.074
"MultiPoint ((114.21022589999999752 30.46695070000000172),(114.42002254982034515 30.51329066115504318))",1745,4.20111E+11,1330A,20787.0944,3.04E-05,6.71E-05,2.70E-05,5.41E-06,1.05E-05,3.58E-06,2.25E-06,3.58E-06,0,53.73972603,83.9260274,53.43013699,8.753424658,5.81E-05,153.074
"MultiPoint ((114.35354139999999745 30.58268419999999921),(114.42002254982034515 30.51329066115504318))",1744,4.20111E+11,1325A,9993.749174,3.04E-05,6.71E-05,2.70E-05,5.41E-06,1.05E-05,3.58E-06,2.25E-06,3.58E-06,0,48.41369863,81.10958904,37.9260274,,5.81E-05,153.074
"MultiPoint ((114.13591800000000376 30.62591507000000135),(114.38649552343440519 30.48296944673883857))",1751,4.20111E+11,1333A,28794.7888,3.04E-05,6.71E-05,2.70E-05,5.41E-06,1.05E-05,3.58E-06,2.25E-06,3.58E-06,0,54.12328767,89.73424658,46.28493151,8.276712329,5.81E-05,153.074
"MultiPoint ((114.30494500000000357 30.53393900000000016),(114.42002254982034515 30.51329066115504318))",1750,4.20111E+11,1328A,11279.37524,3.04E-05,6.71E-05,2.70E-05,5.41E-06,1.05E-05,3.58E-06,2.25E-06,3.58E-06,0,48.89315068,85.85753425,55.48219178,11.33150685,5.81E-05,153.074
"MultiPoint ((114.39685199999999554 30.61899500000000174),(114.42002254982034515 30.51329066115504318))",1749,4.20111E+11,1329A,11927.55513,3.04E-05,6.71E-05,2.70E-05,5.41E-06,1.05E-05,3.58E-06,2.25E-06,3.58E-06,0,61.99726027,95.99452055,50.93972603,9.561643836,5.81E-05,153.074
"MultiPoint ((114.25827400000000011 30.55532499999999985),(114.42002254982034515 30.51329066115504318))",1748,4.20111E+11,1326A,16206.6412,3.04E-05,6.71E-05,2.70E-05,5.41E-06,1.05E-05,3.58E-06,2.25E-06,3.58E-06,0,49.46027397,84.0739726,51.39452055,9.263013699,5.81E-05,153.074
"MultiPoint ((114.21022589999999752 30.46695070000000172),(114.38649552343440519 30.48296944673883857))",1755,4.20111E+11,1330A,17018.92999,3.04E-05,6.71E-05,2.70E-05,5.41E-06,1.05E-05,3.58E-06,2.25E-06,3.58E-06,0,53.73972603,83.9260274,53.43013699,8.753424658,5.81E-05,153.074
"MultiPoint ((114.35354139999999745 30.58268419999999921),(114.38649552343440519 30.48296944673883857))",1754,4.20111E+11,1325A,11497.99511,3.04E-05,6.71E-05,2.70E-05,5.41E-06,1.05E-05,3.58E-06,2.25E-06,3.58E-06,0,48.41369863,81.10958904,37.9260274,,5.81E-05,153.074
"MultiPoint ((114.3843389999999971 30.51554900000000004),(114.38649552343440519 30.48296944673883857))",1753,4.20111E+11,1332A,3617.726971,3.04E-05,6.71E-05,2.70E-05,5.41E-06,1.05E-05,3.58E-06,2.25E-06,3.58E-06,0,53.69041096,101.7643836,48.03835616,10.86027397,5.81E-05,153.074
"MultiPoint ((113.83930180000000121 30.32458189999999831),(114.38649552343440519 30.48296944673883857))",1752,4.20111E+11,1334A,55435.81177,3.04E-05,6.71E-05,2.70E-05,5.41E-06,1.05E-05,3.58E-06,2.25E-06,3.58E-06,0,46.75616438,69.62739726,20.14794521,8.797260274,5.81E-05,153.074
"MultiPoint ((114.38649552343440519 30.48296944673883857),(114.39685199999999554 30.61899500000000174))",1759,4.20111E+11,1329A,15112.73892,3.04E-05,6.71E-05,2.70E-05,5.41E-06,1.05E-05,3.58E-06,2.25E-06,3.58E-06,0,61.99726027,95.99452055,50.93972603,9.561643836,5.81E-05,153.074
"MultiPoint ((114.25827400000000011 30.55532499999999985),(114.38649552343440519 30.48296944673883857))",1758,4.20111E+11,1326A,14690.08187,3.04E-05,6.71E-05,2.70E-05,5.41E-06,1.05E-05,3.58E-06,2.25E-06,3.58E-06,0,49.46027397,84.0739726,51.39452055,9.263013699,5.81E-05,153.074
"MultiPoint ((114.38645699999999295 30.62975099999999884),(114.38649552343440519 30.48296944673883857))",1757,4.20111E+11,1331A,16272.47817,3.04E-05,6.71E-05,2.70E-05,5.41E-06,1.05E-05,3.58E-06,2.25E-06,3.58E-06,0,48.38082192,83.90410959,55.10958904,8.465753425,5.81E-05,153.074
"MultiPoint ((114.29549799999999493 30.6063459999999985),(114.38649552343440519 30.48296944673883857))",1756,4.20111E+11,1327A,16227.21001,3.04E-05,6.71E-05,2.70E-05,5.41E-06,1.05E-05,3.58E-06,2.25E-06,3.58E-06,0,51.30958904,94.24657534,49.78356164,9.367123288,5.81E-05,153.074
"MultiPoint ((114.13591800000000376 30.62591507000000135),(114.39891427508592869 30.48451444479384875))",1731,4.20111E+11,1333A,29705.93775,2.79E-05,5.30E-05,3.05E-05,8.05E-07,1.21E-05,3.67E-06,5.37E-07,3.67E-06,0,54.12328767,89.73424658,46.28493151,8.276712329,3.20E-05,75.629
"MultiPoint ((114.30494500000000357 30.53393900000000016),(114.44879253201202118 30.50269554435562824))",1730,4.20111E+11,1328A,14234.46055,2.79E-05,5.30E-05,3.05E-05,8.05E-07,1.21E-05,3.67E-06,5.37E-07,3.67E-06,0,48.89315068,85.85753425,55.48219178,11.33150685,3.20E-05,75.629
"MultiPoint ((114.39685199999999554 30.61899500000000174),(114.44879253201202118 30.50269554435562824))",1729,4.20111E+11,1329A,13822.65374,2.79E-05,5.30E-05,3.05E-05,8.05E-07,1.21E-05,3.67E-06,5.37E-07,3.67E-06,0,61.99726027,95.99452055,50.93972603,9.561643836,3.20E-05,75.629
"MultiPoint ((114.25827400000000011 30.55532499999999985),(114.44879253201202118 30.50269554435562824))",1728,4.20111E+11,1326A,19192.50088,2.79E-05,5.30E-05,3.05E-05,8.05E-07,1.21E-05,3.67E-06,5.37E-07,3.67E-06,0,49.46027397,84.0739726,51.39452055,9.263013699,3.20E-05,75.629
"MultiPoint ((114.21022589999999752 30.46695070000000172),(114.39891427508592869 30.48451444479384875))",1735,4.20111E+11,1330A,18222.69984,2.79E-05,5.30E-05,3.05E-05,8.05E-07,1.21E-05,3.67E-06,5.37E-07,3.67E-06,0,53.73972603,83.9260274,53.43013699,8.753424658,3.20E-05,75.629
"MultiPoint ((114.35354139999999745 30.58268419999999921),(114.39891427508592869 30.48451444479384875))",1734,4.20111E+11,1325A,11721.96634,2.79E-05,5.30E-05,3.05E-05,8.05E-07,1.21E-05,3.67E-06,5.37E-07,3.67E-06,0,48.41369863,81.10958904,37.9260274,,3.20E-05,75.629
"MultiPoint ((114.3843389999999971 30.51554900000000004),(114.39891427508592869 30.48451444479384875))",1733,4.20111E+11,1332A,3714.156849,2.79E-05,5.30E-05,3.05E-05,8.05E-07,1.21E-05,3.67E-06,5.37E-07,3.67E-06,0,53.69041096,101.7643836,48.03835616,10.86027397,3.20E-05,75.629
"MultiPoint ((113.83930180000000121 30.32458189999999831),(114.39891427508592869 30.48451444479384875))",1732,4.20111E+11,1334A,56621.98174,2.79E-05,5.30E-05,3.05E-05,8.05E-07,1.21E-05,3.67E-06,5.37E-07,3.67E-06,0,46.75616438,69.62739726,20.14794521,8.797260274,3.20E-05,75.629
"MultiPoint ((114.39685199999999554 30.61899500000000174),(114.39891427508592869 30.48451444479384875))",1739,4.20111E+11,1329A,14910.06855,2.79E-05,5.30E-05,3.05E-05,8.05E-07,1.21E-05,3.67E-06,5.37E-07,3.67E-06,0,61.99726027,95.99452055,50.93972603,9.561643836,3.20E-05,75.629
"MultiPoint ((114.25827400000000011 30.55532499999999985),(114.39891427508592869 30.48451444479384875))",1738,4.20111E+11,1326A,15615.24738,2.79E-05,5.30E-05,3.05E-05,8.05E-07,1.21E-05,3.67E-06,5.37E-07,3.67E-06,0,49.46027397,84.0739726,51.39452055,9.263013699,3.20E-05,75.629
"MultiPoint ((114.38645699999999295 30.62975099999999884),(114.39891427508592869 30.48451444479384875))",1737,4.20111E+11,1331A,16145.49637,2.79E-05,5.30E-05,3.05E-05,8.05E-07,1.21E-05,3.67E-06,5.37E-07,3.67E-06,0,48.38082192,83.90410959,55.10958904,8.465753425,3.20E-05,75.629
"MultiPoint ((114.29549799999999493 30.6063459999999985),(114.39891427508592869 30.48451444479384875))",1736,4.20111E+11,1327A,16759.91453,2.79E-05,5.30E-05,3.05E-05,8.05E-07,1.21E-05,3.67E-06,5.37E-07,3.67E-06,0,51.30958904,94.24657534,49.78356164,9.367123288,3.20E-05,75.629
"MultiPoint ((114.3843389999999971 30.51554900000000004),(114.42002254982034515 30.51329066115504318))",1743,4.20111E+11,1332A,3434.215216,3.04E-05,6.71E-05,2.70E-05,5.41E-06,1.05E-05,3.58E-06,2.25E-06,3.58E-06,0,53.69041096,101.7643836,48.03835616,10.86027397,5.81E-05,153.074
"MultiPoint ((113.83930180000000121 30.32458189999999831),(114.42002254982034515 30.51329066115504318))",1742,4.20111E+11,1334A,59587.7006,3.04E-05,6.71E-05,2.70E-05,5.41E-06,1.05E-05,3.58E-06,2.25E-06,3.58E-06,0,46.75616438,69.62739726,20.14794521,8.797260274,5.81E-05,153.074
"MultiPoint ((114.13591800000000376 30.62591507000000135),(114.42002254982034515 30.51329066115504318))",1741,4.20111E+11,1333A,29978.16285,3.04E-05,6.71E-05,2.70E-05,5.41E-06,1.05E-05,3.58E-06,2.25E-06,3.58E-06,0,54.12328767,89.73424658,46.28493151,8.276712329,5.81E-05,153.074
"MultiPoint ((114.30494500000000357 30.53393900000000016),(114.39891427508592869 30.48451444479384875))",1740,4.20111E+11,1328A,10553.88237,2.79E-05,5.30E-05,3.05E-05,8.05E-07,1.21E-05,3.67E-06,5.37E-07,3.67E-06,0,48.89315068,85.85753425,55.48219178,11.33150685,3.20E-05,75.629
"MultiPoint ((114.13591800000000376 30.62591507000000135),(114.47994907487101557 30.31818582662631556))",1331,4.20115E+11,1333A,47489.02741,1.80E-07,4.05E-07,3.60E-08,6.31E-08,1.26E-07,4.50E-08,0,4.50E-08,0,54.12328767,89.73424658,46.28493151,8.276712329,4.50E-08,2.531
"MultiPoint ((114.30494500000000357 30.53393900000000016),(114.32761623896539049 30.07088235046234459))",1330,4.20115E+11,1328A,51379.63149,2.31E-07,1.80E-07,1.38E-07,8.39E-09,1.47E-07,2.10E-08,1.26E-08,2.10E-08,0,48.89315068,85.85753425,55.48219178,11.33150685,9.23E-08,3.402
"MultiPoint ((114.32761623896539049 30.07088235046234459),(114.39685199999999554 30.61899500000000174))",1329,4.20115E+11,1329A,61126.40171,2.31E-07,1.80E-07,1.38E-07,8.39E-09,1.47E-07,2.10E-08,1.26E-08,2.10E-08,0,61.99726027,95.99452055,50.93972603,9.561643836,9.23E-08,3.402
"MultiPoint ((114.25827400000000011 30.55532499999999985),(114.32761623896539049 30.07088235046234459))",1328,4.20115E+11,1326A,54116.76487,2.31E-07,1.80E-07,1.38E-07,8.39E-09,1.47E-07,2.10E-08,1.26E-08,2.10E-08,0,49.46027397,84.0739726,51.39452055,9.263013699,9.23E-08,3.402
"MultiPoint ((114.21022589999999752 30.46695070000000172),(114.47994907487101557 30.31818582662631556))",1335,4.20115E+11,1330A,30723.10978,1.80E-07,4.05E-07,3.60E-08,6.31E-08,1.26E-07,4.50E-08,0,4.50E-08,0,53.73972603,83.9260274,53.43013699,8.753424658,4.50E-08,2.531
"MultiPoint ((114.35354139999999745 30.58268419999999921),(114.47994907487101557 30.31818582662631556))",1334,4.20115E+11,1325A,31736.4886,1.80E-07,4.05E-07,3.60E-08,6.31E-08,1.26E-07,4.50E-08,0,4.50E-08,0,48.41369863,81.10958904,37.9260274,,4.50E-08,2.531
"MultiPoint ((114.3843389999999971 30.51554900000000004),(114.47994907487101557 30.31818582662631556))",1333,4.20115E+11,1332A,23729.79837,1.80E-07,4.05E-07,3.60E-08,6.31E-08,1.26E-07,4.50E-08,0,4.50E-08,0,53.69041096,101.7643836,48.03835616,10.86027397,4.50E-08,2.531
"MultiPoint ((113.83930180000000121 30.32458189999999831),(114.47994907487101557 30.31818582662631556))",1332,4.20115E+11,1334A,61617.52365,1.80E-07,4.05E-07,3.60E-08,6.31E-08,1.26E-07,4.50E-08,0,4.50E-08,0,46.75616438,69.62739726,20.14794521,8.797260274,4.50E-08,2.531
"MultiPoint ((114.39685199999999554 30.61899500000000174),(114.47994907487101557 30.31818582662631556))",1339,4.20115E+11,1329A,34289.2665,1.80E-07,4.05E-07,3.60E-08,6.31E-08,1.26E-07,4.50E-08,0,4.50E-08,0,61.99726027,95.99452055,50.93972603,9.561643836,4.50E-08,2.531
"MultiPoint ((114.25827400000000011 30.55532499999999985),(114.47994907487101557 30.31818582662631556))",1338,4.20115E+11,1326A,33831.48451,1.80E-07,4.05E-07,3.60E-08,6.31E-08,1.26E-07,4.50E-08,0,4.50E-08,0,49.46027397,84.0739726,51.39452055,9.263013699,4.50E-08,2.531
"MultiPoint ((114.38645699999999295 30.62975099999999884),(114.47994907487101557 30.31818582662631556))",1337,4.20115E+11,1331A,35687.88685,1.80E-07,4.05E-07,3.60E-08,6.31E-08,1.26E-07,4.50E-08,0,4.50E-08,0,48.38082192,83.90410959,55.10958904,8.465753425,4.50E-08,2.531
"MultiPoint ((114.29549799999999493 30.6063459999999985),(114.47994907487101557 30.31818582662631556))",1336,4.20115E+11,1327A,36528.04466,1.80E-07,4.05E-07,3.60E-08,6.31E-08,1.26E-07,4.50E-08,0,4.50E-08,0,51.30958904,94.24657534,49.78356164,9.367123288,4.50E-08,2.531
"MultiPoint ((114.3843389999999971 30.51554900000000004),(114.4974818044994862 30.11793861704556363))",1343,4.20115E+11,1332A,45401.57972,0,7.17E-08,3.59E-08,8.97E-09,4.48E-08,8.97E-09,8.97E-09,8.97E-09,0,53.69041096,101.7643836,48.03835616,10.86027397,7.17E-08,2.852
"MultiPoint ((113.83930180000000121 30.32458189999999831),(114.4974818044994862 30.11793861704556363))",1342,4.20115E+11,1334A,67377.57262,0,7.17E-08,3.59E-08,8.97E-09,4.48E-08,8.97E-09,8.97E-09,8.97E-09,0,46.75616438,69.62739726,20.14794521,8.797260274,7.17E-08,2.852
"MultiPoint ((114.13591800000000376 30.62591507000000135),(114.4974818044994862 30.11793861704556363))",1341,4.20115E+11,1333A,66174.96792,0,7.17E-08,3.59E-08,8.97E-09,4.48E-08,8.97E-09,8.97E-09,8.97E-09,0,54.12328767,89.73424658,46.28493151,8.276712329,7.17E-08,2.852
"MultiPoint ((114.30494500000000357 30.53393900000000016),(114.47994907487101557 30.31818582662631556))",1340,4.20115E+11,1328A,29236.25981,1.80E-07,4.05E-07,3.60E-08,6.31E-08,1.26E-07,4.50E-08,0,4.50E-08,0,48.89315068,85.85753425,55.48219178,11.33150685,4.50E-08,2.531
"MultiPoint ((114.21022589999999752 30.46695070000000172),(114.39844851674919823 30.3231476568577385))",1315,4.20115E+11,1330A,24110.9585,8.25E-07,1.02E-06,5.21E-07,4.34E-08,3.25E-07,1.08E-07,2.17E-08,1.08E-07,0,53.73972603,83.9260274,53.43013699,8.753424658,4.99E-07,12.39
"MultiPoint ((114.35354139999999745 30.58268419999999921),(114.39844851674919823 30.3231476568577385))",1314,4.20115E+11,1325A,29093.73178,8.25E-07,1.02E-06,5.21E-07,4.34E-08,3.25E-07,1.08E-07,2.17E-08,1.08E-07,0,48.41369863,81.10958904,37.9260274,,4.99E-07,12.39
"MultiPoint ((114.3843389999999971 30.51554900000000004),(114.39844851674919823 30.3231476568577385))",1313,4.20115E+11,1332A,21372.55954,8.25E-07,1.02E-06,5.21E-07,4.34E-08,3.25E-07,1.08E-07,2.17E-08,1.08E-07,0,53.69041096,101.7643836,48.03835616,10.86027397,4.99E-07,12.39
"MultiPoint ((113.83930180000000121 30.32458189999999831),(114.39844851674919823 30.3231476568577385))",1312,4.20115E+11,1334A,53774.12748,8.25E-07,1.02E-06,5.21E-07,4.34E-08,3.25E-07,1.08E-07,2.17E-08,1.08E-07,0,46.75616438,69.62739726,20.14794521,8.797260274,4.99E-07,12.39
"MultiPoint ((114.39685199999999554 30.61899500000000174),(114.39844851674919823 30.3231476568577385))",1319,4.20115E+11,1329A,32798.1192,8.25E-07,1.02E-06,5.21E-07,4.34E-08,3.25E-07,1.08E-07,2.17E-08,1.08E-07,0,61.99726027,95.99452055,50.93972603,9.561643836,4.99E-07,12.39
"MultiPoint ((114.25827400000000011 30.55532499999999985),(114.39844851674919823 30.3231476568577385))",1318,4.20115E+11,1326A,29048.38332,8.25E-07,1.02E-06,5.21E-07,4.34E-08,3.25E-07,1.08E-07,2.17E-08,1.08E-07,0,49.46027397,84.0739726,51.39452055,9.263013699,4.99E-07,12.39
"MultiPoint ((114.38645699999999295 30.62975099999999884),(114.39844851674919823 30.3231476568577385))",1317,4.20115E+11,1331A,34009.70119,8.25E-07,1.02E-06,5.21E-07,4.34E-08,3.25E-07,1.08E-07,2.17E-08,1.08E-07,0,48.38082192,83.90410959,55.10958904,8.465753425,4.99E-07,12.39
"MultiPoint ((114.29549799999999493 30.6063459999999985),(114.39844851674919823 30.3231476568577385))",1316,4.20115E+11,1327A,32915.36371,8.25E-07,1.02E-06,5.21E-07,4.34E-08,3.25E-07,1.08E-07,2.17E-08,1.08E-07,0,51.30958904,94.24657534,49.78356164,9.367123288,4.99E-07,12.39
"MultiPoint ((114.32761623896539049 30.07088235046234459),(114.3843389999999971 30.51554900000000004))",1323,4.20115E+11,1332A,49595.69519,2.31E-07,1.80E-07,1.38E-07,8.39E-09,1.47E-07,2.10E-08,1.26E-08,2.10E-08,0,53.69041096,101.7643836,48.03835616,10.86027397,9.23E-08,3.402
"MultiPoint ((113.83930180000000121 30.32458189999999831),(114.32761623896539049 30.07088235046234459))",1322,4.20115E+11,1334A,54790.66332,2.31E-07,1.80E-07,1.38E-07,8.39E-09,1.47E-07,2.10E-08,1.26E-08,2.10E-08,0,46.75616438,69.62739726,20.14794521,8.797260274,9.23E-08,3.402
"MultiPoint ((114.13591800000000376 30.62591507000000135),(114.32761623896539049 30.07088235046234459))",1321,4.20115E+11,1333A,64231.21465,2.31E-07,1.80E-07,1.38E-07,8.39E-09,1.47E-07,2.10E-08,1.26E-08,2.10E-08,0,54.12328767,89.73424658,46.28493151,8.276712329,9.23E-08,3.402
"MultiPoint ((114.30494500000000357 30.53393900000000016),(114.39844851674919823 30.3231476568577385))",1320,4.20115E+11,1328A,25035.29782,8.25E-07,1.02E-06,5.21E-07,4.34E-08,3.25E-07,1.08E-07,2.17E-08,1.08E-07,0,48.89315068,85.85753425,55.48219178,11.33150685,4.99E-07,12.39
"MultiPoint ((114.32761623896539049 30.07088235046234459),(114.38645699999999295 30.62975099999999884))",1327,4.20115E+11,1331A,62213.01792,2.31E-07,1.80E-07,1.38E-07,8.39E-09,1.47E-07,2.10E-08,1.26E-08,2.10E-08,0,48.38082192,83.90410959,55.10958904,8.465753425,9.23E-08,3.402
"MultiPoint ((114.29549799999999493 30.6063459999999985),(114.32761623896539049 30.07088235046234459))",1326,4.20115E+11,1327A,59440.80744,2.31E-07,1.80E-07,1.38E-07,8.39E-09,1.47E-07,2.10E-08,1.26E-08,2.10E-08,0,51.30958904,94.24657534,49.78356164,9.367123288,9.23E-08,3.402
"MultiPoint ((114.21022589999999752 30.46695070000000172),(114.32761623896539049 30.07088235046234459))",1325,4.20115E+11,1330A,45336.69581,2.31E-07,1.80E-07,1.38E-07,8.39E-09,1.47E-07,2.10E-08,1.26E-08,2.10E-08,0,53.73972603,83.9260274,53.43013699,8.753424658,9.23E-08,3.402
"MultiPoint ((114.32761623896539049 30.07088235046234459),(114.35354139999999745 30.58268419999999921))",1324,4.20115E+11,1325A,56792.0664,2.31E-07,1.80E-07,1.38E-07,8.39E-09,1.47E-07,2.10E-08,1.26E-08,2.10E-08,0,48.41369863,81.10958904,37.9260274,,9.23E-08,3.402
"MultiPoint ((114.30062963796221709 30.65648477066412525),(114.39685199999999554 30.61899500000000174))",1299,4.20102E+11,1329A,10117.32154,1.95E-05,4.51E-05,3.39E-05,7.10E-07,2.21E-05,4.70E-06,4.17E-06,4.70E-06,2.66E-07,61.99726027,95.99452055,50.93972603,9.561643836,2.42E-05,94.9
"MultiPoint ((114.25827400000000011 30.55532499999999985),(114.30062963796221709 30.65648477066412525))",1298,4.20102E+11,1326A,11927.70133,1.95E-05,4.51E-05,3.39E-05,7.10E-07,2.21E-05,4.70E-06,4.17E-06,4.70E-06,2.66E-07,49.46027397,84.0739726,51.39452055,9.263013699,2.42E-05,94.9
"MultiPoint ((114.30062963796221709 30.65648477066412525),(114.38645699999999295 30.62975099999999884))",1297,4.20102E+11,1331A,8744.807548,1.95E-05,4.51E-05,3.39E-05,7.10E-07,2.21E-05,4.70E-06,4.17E-06,4.70E-06,2.66E-07,48.38082192,83.90410959,55.10958904,8.465753425,2.42E-05,94.9
"MultiPoint ((114.29549799999999493 30.6063459999999985),(114.30062963796221709 30.65648477066412525))",1296,4.20102E+11,1327A,5580.2709,1.95E-05,4.51E-05,3.39E-05,7.10E-07,2.21E-05,4.70E-06,4.17E-06,4.70E-06,2.66E-07,51.30958904,94.24657534,49.78356164,9.367123288,2.42E-05,94.9
"MultiPoint ((114.31364418612605505 30.64387187394641288),(114.3843389999999971 30.51554900000000004))",1303,4.20102E+11,1332A,15759.65918,3.07E-05,5.93E-05,5.16E-05,2.01E-06,4.04E-05,5.31E-06,6.95E-06,5.31E-06,0,53.69041096,101.7643836,48.03835616,10.86027397,3.73E-05,94.253
"MultiPoint ((113.83930180000000121 30.32458189999999831),(114.31364418612605505 30.64387187394641288))",1302,4.20102E+11,1334A,57681.37463,3.07E-05,5.93E-05,5.16E-05,2.01E-06,4.04E-05,5.31E-06,6.95E-06,5.31E-06,0,46.75616438,69.62739726,20.14794521,8.797260274,3.73E-05,94.253
"MultiPoint ((114.13591800000000376 30.62591507000000135),(114.31364418612605505 30.64387187394641288))",1301,4.20102E+11,1333A,17153.83822,3.07E-05,5.93E-05,5.16E-05,2.01E-06,4.04E-05,5.31E-06,6.95E-06,5.31E-06,0,54.12328767,89.73424658,46.28493151,8.276712329,3.73E-05,94.253
"MultiPoint ((114.30062963796221709 30.65648477066412525),(114.30494500000000357 30.53393900000000016))",1300,4.20102E+11,1328A,13592.03708,1.95E-05,4.51E-05,3.39E-05,7.10E-07,2.21E-05,4.70E-06,4.17E-06,4.70E-06,2.66E-07,48.89315068,85.85753425,55.48219178,11.33150685,2.42E-05,94.9
"MultiPoint ((114.31364418612605505 30.64387187394641288),(114.38645699999999295 30.62975099999999884))",1307,4.20102E+11,1331A,7153.546727,3.07E-05,5.93E-05,5.16E-05,2.01E-06,4.04E-05,5.31E-06,6.95E-06,5.31E-06,0,48.38082192,83.90410959,55.10958904,8.465753425,3.73E-05,94.253
"MultiPoint ((114.29549799999999493 30.6063459999999985),(114.31364418612605505 30.64387187394641288))",1306,4.20102E+11,1327A,4509.364965,3.07E-05,5.93E-05,5.16E-05,2.01E-06,4.04E-05,5.31E-06,6.95E-06,5.31E-06,0,51.30958904,94.24657534,49.78356164,9.367123288,3.73E-05,94.253
"MultiPoint ((114.21022589999999752 30.46695070000000172),(114.31364418612605505 30.64387187394641288))",1305,4.20102E+11,1330A,21980.80139,3.07E-05,5.93E-05,5.16E-05,2.01E-06,4.04E-05,5.31E-06,6.95E-06,5.31E-06,0,53.73972603,83.9260274,53.43013699,8.753424658,3.73E-05,94.253
"MultiPoint ((114.31364418612605505 30.64387187394641288),(114.35354139999999745 30.58268419999999921))",1304,4.20102E+11,1325A,7787.84948,3.07E-05,5.93E-05,5.16E-05,2.01E-06,4.04E-05,5.31E-06,6.95E-06,5.31E-06,0,48.41369863,81.10958904,37.9260274,,3.73E-05,94.253
"MultiPoint ((114.13591800000000376 30.62591507000000135),(114.39844851674919823 30.3231476568577385))",1311,4.20115E+11,1333A,41977.44975,8.25E-07,1.02E-06,5.21E-07,4.34E-08,3.25E-07,1.08E-07,2.17E-08,1.08E-07,0,54.12328767,89.73424658,46.28493151,8.276712329,4.99E-07,12.39
"MultiPoint ((114.30494500000000357 30.53393900000000016),(114.31364418612605505 30.64387187394641288))",1310,4.20102E+11,1328A,12215.95166,3.07E-05,5.93E-05,5.16E-05,2.01E-06,4.04E-05,5.31E-06,6.95E-06,5.31E-06,0,48.89315068,85.85753425,55.48219178,11.33150685,3.73E-05,94.253
"MultiPoint ((114.31364418612605505 30.64387187394641288),(114.39685199999999554 30.61899500000000174))",1309,4.20102E+11,1329A,8440.396409,3.07E-05,5.93E-05,5.16E-05,2.01E-06,4.04E-05,5.31E-06,6.95E-06,5.31E-06,0,61.99726027,95.99452055,50.93972603,9.561643836,3.73E-05,94.253
"MultiPoint ((114.25827400000000011 30.55532499999999985),(114.31364418612605505 30.64387187394641288))",1308,4.20102E+11,1326A,11160.69339,3.07E-05,5.93E-05,5.16E-05,2.01E-06,4.04E-05,5.31E-06,6.95E-06,5.31E-06,0,49.46027397,84.0739726,51.39452055,9.263013699,3.73E-05,94.253
"MultiPoint ((114.32524353863297506 30.6302794664881155),(114.3843389999999971 30.51554900000000004))",1283,4.20102E+11,1332A,13925.36353,3.93E-06,4.36E-06,6.11E-06,8.72E-07,4.80E-06,0,2.18E-06,0,4.36E-07,53.69041096,101.7643836,48.03835616,10.86027397,3.05E-06,25.294
"MultiPoint ((113.83930180000000121 30.32458189999999831),(114.32524353863297506 30.6302794664881155))",1282,4.20102E+11,1334A,57669.06202,3.93E-06,4.36E-06,6.11E-06,8.72E-07,4.80E-06,0,2.18E-06,0,4.36E-07,46.75616438,69.62739726,20.14794521,8.797260274,3.05E-06,25.294
"MultiPoint ((114.13591800000000376 30.62591507000000135),(114.32524353863297506 30.6302794664881155))",1281,4.20102E+11,1333A,18157.63257,3.93E-06,4.36E-06,6.11E-06,8.72E-07,4.80E-06,0,2.18E-06,0,4.36E-07,54.12328767,89.73424658,46.28493151,8.276712329,3.05E-06,25.294
"MultiPoint ((114.30494500000000357 30.53393900000000016),(114.40245685750791438 30.80682023307779005))",1280,4.20116E+11,1328A,31663.00356,1.23E-06,1.02E-06,0,6.81E-08,4.76E-07,0,6.81E-08,0,0,48.89315068,85.85753425,55.48219178,11.33150685,2.72E-07,6.126
"MultiPoint ((114.32524353863297506 30.6302794664881155),(114.38645699999999295 30.62975099999999884))",1287,4.20102E+11,1331A,5868.888204,3.93E-06,4.36E-06,6.11E-06,8.72E-07,4.80E-06,0,2.18E-06,0,4.36E-07,48.38082192,83.90410959,55.10958904,8.465753425,3.05E-06,25.294
